Id,SalePrice_pred
1621,140521.18754719928
1622,136125.88206491206
1623,267037.6172180459
1624,221344.4003601661
1625,111863.57811537135
1626,176582.23391847036
1627,186124.39038610482
1628,284185.93732143653
1629,182933.52095832102
1630,342992.08802490646
1631,202689.3097612335
1632,228507.1596717806
1633,183206.21810573828
1634,196420.11033830274
1635,181358.46828157533
1636,148465.7650790037
1637,199993.61008466734
1638,212254.39134466753
1639,193615.80723386328
1640,266176.20973821275
1641,195031.25540997303
1642,256147.3287671092
1643,223875.08711479162
1644,223037.85459172993
1645,215311.58018665388
1646,154983.3303431217
1647,158617.85263459105
1648,132075.73906692438
1649,129393.57425250535
1650,114163.50512957128
1651,109437.16409561562
1652,107123.01955900068
1653,106710.00573482999
1654,144514.0515634616
1655,131169.04026720885
1656,137795.14873294678
1657,142218.86776167556
1658,147097.0423925354
1659,113274.04392534064
1660,149117.05947938684
1661,428713.3146609027
1662,370388.33158843266
1663,380762.5457778609
1664,482512.08590938844
1665,334961.8167972885
1666,316208.8712930264
1667,353283.32317303563
1668,353360.79728390125
1669,314416.3511593414
1670,356760.45135615685
1671,246619.26955521244
1672,401631.9016794984
1673,274055.2754216048
1674,242060.3952353331
1675,191677.8187094927
1676,195841.82305567872
1677,204737.21244241067
1678,466130.52648816496
1679,377346.5277013383
1680,331113.6828444891
1681,293004.7110932265
1682,309666.8358129746
1683,188682.44415548843
1684,187562.13449128598
1685,184492.46707120768
1686,166332.72436841778
1687,187159.37868776507
1688,197786.40964467012
1689,205669.4283070045
1690,202855.84333120473
1691,191458.3668030339
1692,279336.80724106764
1693,183679.2300436787
1694,182576.3062571094
1695,173712.2413159487
1696,266007.268150983
1697,179354.20815114243
1698,308155.58114611113
1699,296212.61991488584
1700,244034.40391575004
1701,267025.8740185707
1702,246897.46871338983
1703,235509.2899895191
1704,265094.9555088181
1705,254574.21794430004
1706,436407.66561808414
1707,224319.41400062636
1708,195975.433795957
1709,244070.03724697378
1710,219948.52696346992
1711,274570.3714544377
1712,237504.74687691897
1713,266977.65204742074
1714,216350.90555550074
1715,206976.8616504209
1716,184045.51068323108
1717,179555.00343377487
1718,143206.74312049992
1719,234806.69069745572
1720,238873.80045255492
1721,174807.20899240047
1722,132980.97535416676
1723,157988.05239231096
1724,204610.60544681273
1725,231899.65420029568
1726,197763.28774331417
1727,161784.02366723143
1728,196810.52152526999
1729,157932.54163716224
1730,172361.7096351438
1731,120576.31731480558
1732,118873.59511377238
1733,107402.23953519328
1734,113233.80895647354
1735,136452.65260181832
1736,93695.23919268436
1737,291273.9391896209
1738,224810.38087324658
1739,267779.9754878112
1740,204795.87149071172
1741,189842.44955389632
1742,183402.73592689962
1743,175710.4573436604
1744,328943.26203751797
1745,218485.0136092824
1746,247697.31016257234
1747,228247.6504764526
1748,247541.31433314958
1749,143747.30593674563
1750,147996.8800111678
1751,254860.51300595098
1752,113859.63979590402
1753,156730.24566195306
1754,208819.04350257613
1755,161805.81632374
1756,123610.42228605719
1757,106309.06277182646
1758,147843.82395808373
1759,166526.30703048737
1760,159037.6758029721
1761,160376.0817469927
1762,185719.54085067834
1763,191691.33304196375
1764,109983.86048352387
1765,207966.8656258632
1766,184538.32350506453
1767,225998.28906065333
1768,144781.72364990163
1769,164158.75443361653
1770,155393.8983909684
1771,114201.94960404356
1772,132359.10072883664
1773,120879.35461351165
1774,158704.78082783503
1775,131410.9378770511
1776,140255.95393202038
1777,106627.12439955494
1778,148465.212300156
1779,125413.70903583305
1780,186406.0492690294
1781,124734.63682873937
1782,69947.2474296721
1783,128676.52372648734
1784,104563.8449731412
1785,138710.91326502565
1786,136076.85303570624
1787,187799.22764556797
1788,61684.06081128874
1789,104692.11235479925
1790,50810.30556853465
1791,211409.58582912787
1792,166671.4524002157
1793,125327.78749700927
1794,172682.98764480432
1795,133037.8371245202
1796,148853.47058951552
1797,139069.0324925115
1798,110396.22840199215
1799,102502.75546606051
1800,124229.39731380297
1801,120754.73669027747
1802,148643.25629685746
1803,170345.86988351785
1804,133904.9241090378
1805,138437.96884973053
1806,142608.80284790514
1807,152944.83608181478
1808,129517.13653859764
1809,129507.9433043879
1810,146593.78807711962
1811,91783.9719258182
1812,103975.6126754995
1813,122492.52965886318
1814,81400.44322618625
1815,34485.55184528946
1816,107366.64690240342
1817,111848.15510823723
1818,189768.22079326163
1819,146492.4017143639
1820,52371.59361912099
1821,122918.32622665894
1822,149282.88587720494
1823,41172.793474883525
1824,146266.5487749143
1825,149937.96900257422
1826,99716.14836349181
1827,94754.19459491823
1828,133639.44688314656
1829,135257.31697183466
1830,158895.65812016657
1831,169270.74574633717
1832,84381.89211201253
1833,159850.35937268968
1834,122533.7061833989
1835,112969.06949962117
1836,139887.10576977095
1837,84643.72842250865
1838,110005.90836449226
1839,91992.35170968712
1840,169144.30383834612
1841,151630.22870740367
1842,100482.31428885665
1843,118311.56854971265
1844,139406.89975334692
1845,141793.2277428056
1846,131985.79369687033
1847,187360.71791083293
1848,17731.001087411452
1849,130901.91365044116
1850,121570.61580945132
1851,157466.00230186386
1852,126401.91179104116
1853,125373.70392626754
1854,179680.77462057737
1855,155227.118503645
1856,228384.4616018613
1857,160971.7650773487
1858,160217.93384462336
1859,128654.29457011387
1860,145927.28651252462
1861,126919.6870300975
1862,295427.35581018764
1863,293850.17110530776
1864,293865.07300369407
1865,376655.673197148
1866,373603.89773039345
1867,224857.39333432517
1868,304734.4362610701
1869,212689.75969849728
1870,222476.82100761868
1871,276086.1588480395
1872,180977.09577715065
1873,224000.18506953522
1874,148740.49170926862
1875,205193.90114770058
1876,195215.61822502082
1877,206946.8054765519
1878,209342.47019738372
1879,108116.1778131827
1880,127477.45139427134
1881,240361.08051755605
1882,246901.8938799285
1883,201348.1210745669
1884,215354.24530910782
1885,258972.86477081882
1886,304835.811839691
1887,218061.2102035994
1888,257732.61103597045
1889,174225.7767147771
1890,107802.61333758957
1891,146642.83701254678
1892,82878.22455040531
1893,135897.87152854193
1894,104992.75996946226
1895,143677.0812999931
1896,126631.50908046425
1897,109461.45249786566
1898,117577.64621303059
1899,154342.83043120726
1900,143959.3054005035
1901,151160.04621196844
1902,142144.9326390711
1903,205059.0662616929
1904,137079.58354185452
1905,190940.32311814537
1906,138733.92526327868
1907,228575.2706108095
1908,113540.05923073707
1909,142839.91450657102
1910,124620.32171518622
1911,215048.4611965942
1912,297917.4499541471
1913,149684.81783544735
1914,57562.852393144494
1915,324229.86928686267
1916,46775.98072732455
1917,247829.05212283423
1918,139190.99281651605
1919,180497.92440076504
1920,184442.30271175475
1921,389940.1499680374
1922,358104.5358559742
1923,245341.66681396007
1924,214079.35393417042
1925,227297.31310188648
1926,400324.240053041
1927,123935.06704032881
1928,151418.98018773785
1929,108839.42313016896
1930,135575.62944341116
1931,138032.45991482353
1932,142319.76168439817
1933,185136.98980943768
1934,180782.94678260386
1935,165043.26805943024
1936,204414.7626826843
1937,182721.4958943252
1938,181663.56631914477
1939,248468.3028764035
1940,190024.22590247254
1941,178463.21569042906
1942,190793.16092280915
1943,216665.54323122883
1944,350443.69144360896
1945,382512.55263703107
1946,129270.10450969753
1947,337893.3317724557
1948,163740.05162870273
1949,256417.17115309404
1950,194950.5064958239
1951,253336.9818904705
1952,212241.5159928517
1953,177931.78330913335
1954,205559.82916818754
1955,131803.53105224104
1956,282872.3885553466
1957,161060.8710601028
1958,283549.4103260408
1959,141361.35790809352
1960,101251.02377380512
1961,112549.96454284279
1962,93722.8528949563
1963,109219.43525350557
1964,102298.71780382021
1965,133589.31268962825
1966,137453.03569202853
1967,282775.55407440284
1968,406329.1512356433
1969,393317.46994520107
1970,401226.86634229997
1971,450864.6676775483
1972,360441.64616952196
1973,272838.8825306917
1974,334130.03291193873
1975,486672.6813723731
1976,262823.86551501986
1977,365991.56141022826
1978,344429.18720697646
1979,310132.66397484124
1980,187720.17176106243
1981,350220.29004532145
1982,201094.78940199362
1983,187932.57600627173
1984,185819.72976864307
1985,236828.43061266735
1986,209279.069717119
1987,201807.5285590598
1988,182138.50224687415
1989,205242.45944086055
1990,215988.75707288302
1991,209089.43248509106
1992,237812.08659873513
1993,183418.91964008712
1994,245696.87997330417
1995,188867.63802865995
1996,281350.35689277085
1997,322808.1978303378
1998,293544.31756841834
1999,276644.7974893476
2000,295036.388518275
2001,251170.52560927626
2002,257875.66427903945
2003,248552.28462719958
2004,264683.5624123271
2005,243774.6676190832
2006,202971.43282370348
2007,239362.3476465919
2008,206824.1879697297
2009,205987.21038992752
2010,201914.62513232726
2011,148367.43745106587
2012,180456.84542677976
2013,175568.71109466333
2014,184885.47351374177
2015,203316.66656845124
2016,199582.12174435498
2017,202261.44022756602
2018,120012.36451770924
2019,128443.70414343724
2020,89078.12448136421
2021,93754.64962833349
2022,170760.58826829994
2023,146822.3669762545
2024,282480.1800637887
2025,342456.5545523651
2026,174197.49195765218
2027,155388.95197302938
2028,168740.50098513043
2029,169204.57987340802
2030,264580.3086923238
2031,249249.82408247027
2032,276201.30463576305
2033,257571.95172596586
2034,171461.6170527155
2035,220057.02587503046
2036,207981.2332487915
2037,210515.0039606738
2038,336573.77830170793
2039,221719.80610040817
2040,335070.0166435519
2041,299413.52850201854
2042,209366.64457357375
2043,166753.97933501413
2044,186455.29780627278
2045,195931.6589940578
2046,134704.85832175758
2047,141610.17314849014
2048,137320.3982964483
2049,127546.73914377776
2050,175039.4318110299
2051,120143.10659542508
2052,133933.97585489048
2053,141112.46441938667
2054,86697.0621478103
2055,167772.80747474538
2056,157711.407358643
2057,101527.42427205466
2058,213803.4293704786
2059,121456.24748312228
2060,186138.1210557996
2061,189184.34518852277
2062,122553.08156615062
2063,115154.97045068667
2064,120278.88544273528
2065,119692.54126284682
2066,192917.3329299591
2067,137988.54666933717
2068,137105.92740652576
2069,96294.15423980304
2070,118930.97794885992
2071,90986.87425322524
2072,143250.45427583708
2073,130100.07000977107
2074,156877.89954610774
2075,161587.7157745982
2076,119742.67738554152
2077,145817.05900717108
2078,104769.31807975317
2079,141992.44453078325
2080,128631.30561681873
2081,122636.27121581211
2082,124591.23744784726
2083,157032.20185916105
2084,100139.12996058585
2085,111886.8206032929
2086,151667.79374131333
2087,130395.47073528985
2088,99387.4245863455
2089,63668.714388802764
2090,128393.21430623828
2091,73446.30214787678
2092,131197.9785220756
2093,171223.53148737838
2094,122099.6089593319
2095,114422.91307082635
2096,83737.75908848069
2097,94022.25003868641
2098,145933.1534194469
2099,30149.61206947884
2100,74152.84008567806
2101,87400.56471785768
2102,142229.89540945046
2103,92439.55272768064
2104,146413.25633406657
2105,141654.87100810907
2106,33114.60351730473
2107,206209.05413298332
2108,114429.46686340564
2109,105641.62627076561
2110,128061.8760005839
2111,167282.66194722848
2112,143261.3553298896
2113,117029.68489457897
2114,121566.95811540249
2115,158447.6435405897
2116,103975.55412151993
2117,139572.69610391898
2118,113963.0826545842
2119,100427.41825573183
2120,111472.62052351773
2121,94782.53923977629
2122,98794.67643816798
2123,80448.62373553673
2124,170867.76904295516
2125,144016.1218468031
2126,146290.1146526132
2127,178574.89332946183
2128,146426.87591651443
2129,110507.6033932458
2130,135079.0018382955
2131,134924.84778475485
2132,116697.83367003594
2133,121662.43377168206
2134,129411.42491618363
2135,102455.60886369254
2136,48557.669363906505
2137,116878.29286996825
2138,139344.29549982265
2139,139802.3247194938
2140,134605.84354726618
2141,163438.5343778779
2142,120027.70343239556
2143,148129.7493841649
2144,100733.6418496295
2145,134799.70733791776
2146,199981.08139274814
2147,143056.79604273965
2148,145874.53951395312
2149,144034.10430107353
2150,226956.72524825367
2151,124794.19216450265
2152,189610.49473697247
2153,195009.07956186478
2154,115365.63465913953
2155,150703.99461138423
2156,269847.6222406477
2157,230012.03325822417
2158,238775.0509271961
2159,235091.05532221275
2160,181869.92279733007
2161,239613.60895030937
2162,393854.19137467747
2163,363354.64317493467
2164,249086.905829967
2165,208400.8090201153
2166,153456.91845328084
2167,222246.80155119067
2168,194577.4731859028
2169,199416.93561027103
2170,224123.07564678864
2171,155847.40319305542
2172,131649.40850426652
2173,181228.31698014998
2174,235119.23898639504
2175,269543.58000982355
2176,313623.32038298436
2177,241654.40337492636
2178,221274.3734104077
2179,145156.60276609284
2180,234117.84051671837
2181,200266.22231222736
2182,224804.07353710703
2183,194975.6799966392
2184,127380.47858675141
2185,136558.2470923318
2186,137819.25794573227
2187,150489.79980837813
2188,162571.5552471126
2189,387065.60316834564
2190,90289.81134025058
2191,78616.95292389063
2192,72224.1152926067
2193,139538.12262435097
2194,100808.85867596444
2195,96782.13936213302
2196,138192.15253385174
2197,118036.23994725898
2198,163988.7243584096
2199,179490.93664300258
2200,140754.46737866045
2201,130483.83677320101
2202,200350.72095181016
2203,126256.73794450185
2204,153401.03128543403
2205,115893.78531515176
2206,135142.11897327175
2207,197586.106027084
2208,238446.04668397084
2209,201815.79142244474
2210,115533.89515272176
2211,117202.23813990896
2212,116448.65676452575
2213,99086.1095220983
2214,143644.70082290343
2215,99208.48718652941
2216,150165.3689521502
2217,50682.85945503894
2218,102184.4330796363
2219,99648.09705876657
2220,46712.556429720426
2221,324653.01882063353
2222,299915.6921804985
2223,313111.4667374315
2224,219350.74741177517
2225,139943.823997862
2226,193464.98830872637
2227,209764.67226407665
2228,298599.8909340933
2229,239375.01642441013
2230,154984.36894197992
2231,210780.56128989425
2232,170564.00085629584
2233,172486.9247205502
2234,258130.19724876544
2235,252499.18153510505
2236,248937.68402567296
2237,322089.85383530974
2238,210214.2436510469
2239,133465.8773762523
2240,178212.0747957526
2241,135544.28192243414
2242,115308.44603206185
2243,131830.65894377805
2244,95327.84911224138
2245,112299.70782770589
2246,143338.9666106036
2247,117084.81114984764
2248,116574.14585304636
2249,110760.86250527357
2250,122883.70840323303
2251,113280.9984361114
2252,184352.2077502602
2253,160560.11372902163
2254,178354.15145470132
2255,200768.9767210742
2256,190305.49111474294
2257,212405.2217860471
2258,157544.31499280792
2259,179719.51369987562
2260,155376.50866633523
2261,199156.43535271482
2262,223649.1893317153
2263,355556.73944813386
2264,407400.43007642834
2265,169125.81930545572
2266,306664.553909248
2267,374743.7674702504
2268,406729.8252710982
2269,159934.23041507337
2270,192102.31257827842
2271,216920.37253709402
2272,212375.18995174242
2273,154400.54191504561
2274,178563.51426582845
2275,147118.37258937935
2276,194885.72294689785
2277,192399.41625216336
2278,155262.06486187162
2279,119386.28510761133
2280,109855.21487342507
2281,172398.4465278653
2282,181541.4224279863
2283,112203.54663147111
2284,121750.08114315593
2285,138758.30928992506
2286,113752.63917380321
2287,380367.0257428575
2288,278577.9631970891
2289,315653.9799630012
2290,427298.5946506692
2291,330186.3642375325
2292,418337.8550970351
2293,443075.0623934339
2294,386562.3792112152
2295,438449.00486752513
2296,251690.57532273803
2297,365679.3402493495
2298,367949.00552247954
2299,340655.83621857804
2300,320722.7580479842
2301,312976.464521362
2302,236782.31467052555
2303,234365.03332956653
2304,232337.46083313006
2305,194492.0246669648
2306,195764.29313739797
2307,199198.82402379555
2308,211340.18805818426
2309,311628.79140084307
2310,185951.27803143943
2311,206216.05991207217
2312,177424.84278647875
2313,183340.8774675852
2314,179225.3275960704
2315,181129.07003559277
2316,210244.65808645103
2317,190710.4221178007
2318,183232.07800351214
2319,185897.28200711327
2320,178124.01816112257
2321,249231.53378365736
2322,185471.80208004764
2323,210132.1665696091
2324,193760.22564420756
2325,209826.7632506483
2326,185378.2878268727
2327,204606.99249284322
2328,224571.81847411528
2329,193793.2814147922
2330,185245.52085421176
2331,309635.8786649266
2332,393646.9997454161
2333,296003.03015066823
2334,252734.77948149314
2335,288508.3498140818
2336,292139.5002515807
2337,195351.45187316838
2338,239115.16051007656
2339,221789.81451521098
2340,400966.56206715666
2341,205117.46096170647
2342,228545.43449752248
2343,215672.69834044162
2344,231823.80364395643
2345,231707.56227536168
2346,197981.08560693616
2347,187210.25079705348
2348,228978.27470135316
2349,171521.10141895924
2350,309881.4360390217
2351,271463.93176196364
2352,245102.90206321652
2353,242538.63499536162
2354,138491.6219061729
2355,158287.04554548996
2356,157352.82171601334
2357,195255.47732513584
2358,202984.76362706174
2359,126122.22009185232
2360,114377.68399248787
2361,142334.48286171563
2362,274675.1989947631
2363,153432.5918382051
2364,176279.3270394575
2365,212018.77955972974
2366,180206.25966877321
2367,210213.1987350702
2368,220385.74863526237
2369,201582.61426501934
2370,164624.93501584354
2371,162873.21143102326
2372,187563.6235550465
2373,291852.116290648
2374,321357.2398125719
2375,249282.10484538757
2376,299205.2346683765
2377,328085.40350762533
2378,143461.5133759371
2379,242246.99417529628
2380,155350.40490009187
2381,173483.84085213
2382,218269.15033935106
2383,204141.51860417455
2384,246318.12169163648
2385,161331.77281285104
2386,126806.05536209678
2387,129212.64124510097
2388,114247.03756950499
2389,111795.32283052802
2390,145566.65090998448
2391,120873.89581108265
2392,105848.76520998677
2393,156141.73517434872
2394,140629.21322509297
2395,205313.14999132595
2396,142465.44559203394
2397,215463.78788846973
2398,129643.5569833056
2399,49823.766816339645
2400,58910.14304866358
2401,110706.93065091495
2402,139307.6677821832
2403,132901.72302956867
2404,138307.1323204173
2405,158772.84846075234
2406,139181.48925778604
2407,118291.08954265653
2408,146505.83748462138
2409,110289.32813847001
2410,185018.0275526441
2411,113236.91619929246
2412,156379.9004482368
2413,126260.222075235
2414,167196.97443550776
2415,129374.10090725147
2416,129307.90517757018
2417,125730.61055077772
2418,126064.95022232176
2419,126756.7600351922
2420,113658.61492018987
2421,155612.5550576359
2422,105883.71480375747
2423,125370.37840431446
2424,148773.7107704002
2425,234723.49352644602
2426,126124.03294545901
2427,134757.89179257414
2428,179943.3262910503
2429,96387.9487302347
2430,130205.47638001572
2431,98698.8997053694
2432,130290.84785979048
2433,133395.23687478743
2434,133156.8695249097
2435,146406.9083968197
2436,106097.97493313154
2437,98952.03174689366
2438,109750.1668196836
2439,110543.86942253972
2440,126081.69298305154
2441,109516.55429763725
2442,91355.02220506324
2443,138127.422000448
2444,117530.02039299879
2445,78175.90536732425
2446,142146.9223451687
2447,198210.1597941638
2448,132945.14213654888
2449,109391.07822224296
2450,156241.9101268409
2451,114473.04385303354
2452,221137.1838388882
2453,97168.44333211938
2454,120782.3375498075
2455,119256.16580574343
2456,137836.82275872558
2457,116441.27553821245
2458,121203.39142973378
2459,102459.60383014462
2460,141432.1749676394
2461,127257.6470767108
2462,126120.0560632085
2463,131725.1247107878
2464,182287.51858957927
2465,142333.9684712127
2466,119080.32464584423
2467,147061.63353435145
2468,84434.8747850749
2469,81503.29301503739
2470,204916.40925432683
2471,209450.59517347135
2472,176919.19322602238
2473,103520.73992791687
2474,69189.933847368
2475,236186.5061482275
2476,109063.30825725067
2477,101139.08123105083
2478,140409.90581929142
2479,100930.7068470995
2480,148307.62108885552
2481,125663.74199010935
2482,112333.94336958384
2483,95576.54170042207
2484,125852.37021963293
2485,122907.68986770007
2486,139623.37010322366
2487,201810.9288827214
2488,166472.0737744264
2489,155233.32605117283
2490,145419.62612384916
2491,102819.35775165932
2492,188021.332571029
2493,161766.08808426163
2494,156347.17073884443
2495,104299.32469928681
2496,245744.64141347999
2497,163591.43435138444
2498,92402.32578229677
2499,76893.6843948406
2500,116439.67685238287
2501,137373.83686331438
2502,157924.07373464145
2503,100379.2126296027
2504,180034.84777098196
2505,231278.30888342316
2506,247920.5115714681
2507,271515.3759506996
2508,248189.33146667824
2509,216587.59081745608
2510,209547.09179232307
2511,187488.03240295392
2512,232681.8265908226
2513,231910.62077005237
2514,280164.55021222867
2515,133172.83378540707
2516,173497.39794212574
2517,141271.44960396166
2518,146740.8476078661
2519,242171.00971551603
2520,217288.7828352016
2521,200031.467036877
2522,224167.05141488544
2523,113918.35320061306
2524,117248.43362572513
2525,123565.91440982482
2526,127282.8904717263
2527,110591.72427496142
2528,114177.14980065415
2529,149552.26424356378
2530,124362.6796281214
2531,263476.4440219998
2532,231285.46694030962
2533,205548.68106012643
2534,251997.18154053902
2535,283972.0311716562
2536,235253.67902904196
2537,246425.10330704946
2538,186999.0249731344
2539,200792.80719989655
2540,178575.8919755739
2541,190868.32973582717
2542,174250.80675957896
2543,136371.70913501256
2544,119693.89495269906
2545,138069.42856148817
2546,134704.36022283862
2547,147798.62163115598
2548,174073.86768900143
2549,159964.2446815953
2550,697739.9154981591
2551,162510.7674710285
2552,133274.15629170468
2553,78648.88756005753
2554,88869.54487437052
2555,113369.99979037847
2556,84880.68583444782
2557,104008.50981353944
2558,177685.17276505247
2559,135250.85729723962
2560,139559.12600947384
2561,140824.15326350855
2562,137841.83718250447
2563,140053.53023804264
2564,181152.54169619607
2565,137560.1237532787
2566,136152.9231365389
2567,109091.2147290874
2568,184168.6690647534
2569,185018.01833070035
2570,115806.65334328482
2571,170878.78353811952
2572,171663.31265913753
2573,207377.42688467013
2574,327362.006585628
2575,132366.1786444863
2576,134719.07048175152
2577,160972.47754023658
2578,85299.80030655766
2579,28946.848740740796
2580,105118.22172116625
2581,122237.42348143297
2582,134573.4808800335
2583,267735.57803347637
2584,175250.0528365376
2585,182838.4544323184
2586,227923.35871755646
2587,203986.2694787967
2588,140092.4377399304
2589,152439.40572525916
2590,210185.83925321774
2591,289715.85413636744
2592,214995.65937188358
2593,256362.87430600572
2594,169417.1094501831
2595,232082.84954165507
2596,301328.84921418515
2597,212868.47688304388
2598,280649.40982752526
2599,367698.0970326691
2600,213903.3704676298
2601,175016.82034733534
2602,66454.23845758423
2603,82424.88711320798
2604,72821.67996481815
2605,61200.93347123964
2606,146004.08981478994
2607,227186.9216739349
2608,211465.15720440663
2609,177599.07008258425
2610,104945.56862733664
2611,149736.46754827135
2612,162266.9979873706
2613,129828.0253264883
2614,110988.08301574973
2615,162378.93366222206
2616,156077.2219619731
2617,202395.98368973378
2618,256569.78255476838
2619,216832.57349418386
2620,186835.34037715828
2621,179517.758836445
2622,189205.01893465174
2623,233270.06910251427
2624,274765.88070320094
2625,266122.65435513254
2626,162107.49615194224
2627,155858.13745650585
2628,420638.98909050826
2629,463312.28018585645
2630,334110.94033045147
2631,431345.19730336656
2632,378467.18916864763
2633,298208.0222044999
2634,402401.9521321907
2635,154891.6522533817
2636,183341.19603149904
2637,228929.49432871433
2638,257837.36238781468
2639,193030.69136254684
2640,146779.89540322634
2641,87026.71847242166
2642,188071.05443265775
2643,108555.74809212188
2644,105102.98928778217
2645,104458.27049688506
2646,97018.69540677851
2647,107155.99666981937
2648,131559.95393950923
2649,160955.09140166643
2650,140048.89227445688
2651,134939.7163448162
2652,371021.74663606985
2653,238874.29072348942
2654,254641.81808302974
2655,401255.6748553639
2656,304549.5971183501
2657,355362.76152275736
2658,315236.113027278
2659,319237.16976381536
2660,336404.6328696875
2661,354468.73996958253
2662,387235.6354322616
2663,254664.90573172102
2664,302942.514383615
2665,331721.8121483957
2666,294649.5492403783
2667,178373.28996497593
2668,189392.2287533179
2669,183840.01908421837
2670,267876.14609674795
2671,190230.848867034
2672,189597.76100087893
2673,203687.67383765164
2674,198653.80479427346
2675,177223.69142453594
2676,202938.61622264137
2677,202426.58696938626
2678,254486.26114605926
2679,254695.820407536
2680,275245.0699703691
2681,404380.8239358688
2682,296890.53105982183
2683,484131.34618882806
2684,309664.32323246077
2685,321792.45106985245
2686,240215.96338176663
2687,286308.12793331646
2688,205952.42319267782
2689,198128.52403251387
2690,381883.3097061354
2691,191915.82528930934
2692,147510.1517738452
2693,194042.74697833366
2694,144703.21621978463
2695,200071.27554309927
2696,189413.78410494517
2697,190069.43770732064
2698,217146.249818314
2699,180966.06319067397
2700,156100.58844041222
2701,155780.9366029249
2702,105494.64317847174
2703,149200.52321919045
2704,134781.43328145662
2705,107220.27364146354
2706,97047.20329020519
2707,134980.23454372655
2708,118351.69317244014
2709,105994.46917617551
2710,119485.0531135065
2711,299361.425592805
2712,387924.05658483144
2713,167300.97519576695
2714,151967.6669991095
2715,175657.89207639295
2716,145979.55157064612
2717,198607.99990999931
2718,213480.5300930015
2719,131038.51503085208
2720,185782.15662202294
2721,130819.9170385411
2722,176239.98801728804
2723,158274.61358311423
2724,132557.31774668134
2725,125091.65230640434
2726,136299.2926045205
2727,164818.77840828768
2728,177494.0205503719
2729,138275.46910763584
2730,138735.5463475646
2731,127992.56997391829
2732,122619.52207160387
2733,159026.49952590224
