PassengerId,Survived_pred,Probability
1025,0,0.14921828699545328
1026,0,0.10965131977922458
1027,0,0.09966785715125934
1028,0,0.12824629506100713
1029,0,0.10715967768489049
1030,0,0.4364569931715381
1031,0,0.16475968534330898
1032,0,0.2965958588855461
1033,1,0.9270673420305416
1034,0,0.3490308563957765
1035,0,0.11873278640338122
1036,0,0.31552627979512216
1037,0,0.1024360648165016
1038,0,0.3323331117386432
1039,0,0.10011658539437399
1040,0,0.3276411725938641
1041,0,0.16675922542692004
1042,1,0.9749724957829358
1043,0,0.15871899784404447
1044,0,0.12035046517111449
1045,1,0.5156622724354333
1046,0,0.10896982887793275
1047,0,0.09337281354306892
1048,1,0.9564948598145646
1049,0,0.4930210311844524
1050,0,0.31552627979512216
1051,1,0.5275550105861512
1052,1,0.759182442504797
1053,1,0.5086237246788718
1054,1,0.8919213418793552
1055,0,0.09751930838721692
1056,0,0.11706985474169329
1057,0,0.4625723942489596
1058,0,0.3882033634818234
1059,0,0.1384346368774102
1060,1,0.9121965034530858
1061,0,0.4364569931715381
1062,0,0.09233492070957183
1063,0,0.12824629506100713
1064,0,0.1073038402317821
1065,0,0.1394735790110838
1066,0,0.1576565107401344
1067,1,0.9257610640959575
1068,1,0.9388921634152484
1069,0,0.46201040971764273
1070,1,0.8660012394525102
1071,1,0.8944519819251731
1072,0,0.11321422702704942
1073,0,0.49670480897568065
1074,1,0.935122103602476
1075,0,0.06621119037430116
1076,1,0.9304813616862263
1077,0,0.11699656431029799
1078,1,0.8795110059155716
1079,0,0.09100599891312879
1080,0,0.33537692186181656
1081,0,0.11706985474169329
1082,0,0.1268220587521361
1083,0,0.2094835137903134
1084,0,0.31097100823662616
1085,0,0.1054232655141613
1086,0,0.4854822833594566
1087,0,0.1043692018655277
1088,1,0.5415691744523314
1089,1,0.5002462977535425
1090,0,0.10625684846630896
1091,0,0.43868704531252994
1092,1,0.7371925148945584
1093,1,0.6356002996034898
1094,0,0.457603738937208
1095,1,0.9037948124621947
1096,0,0.10805113639186584
1097,0,0.2838027942279773
1098,1,0.6881877716242635
1099,0,0.10625684846630896
1100,1,0.9138610502864729
1101,0,0.10059238759415548
1102,0,0.1234375906248366
1103,0,0.09159096526575757
1104,0,0.26792924213729646
1105,1,0.8464649616807617
1106,0,0.41920546105840195
1107,0,0.31124975786864434
1108,1,0.7561458902720879
1109,0,0.2621506808398015
1110,1,0.9541822666672316
1111,0,0.10160989652675763
1112,1,0.8887988587899625
1113,0,0.10125211652990512
1114,1,0.8278911419448286
1115,0,0.09970275935597288
1116,1,0.8409897292312009
1117,1,0.5985070864045071
1118,0,0.09856722822044174
1119,1,0.759182442504797
1120,0,0.11689461063490368
1121,0,0.11706985474169329
1122,0,0.3137344369424913
1123,1,0.9310285115660483
1124,0,0.10964769002500324
1125,0,0.07667402839626022
1126,1,0.5125578070070257
1127,0,0.09970275935597288
1128,0,0.4320325183702025
1129,0,0.16145343679208302
1130,1,0.8376614862751866
1131,1,0.9672198073691974
1132,1,0.8409897292312009
1133,1,0.9270248057398327
1134,0,0.47067849593543565
1135,0,0.09913701842930445
1136,0,0.12640850848577595
1137,0,0.33992172918779723
1138,1,0.8791724207496533
1139,0,0.20494447459763698
1140,1,0.9088356002153986
1141,1,0.5758340488906986
1142,1,0.8553823378713225
1143,0,0.10195648160927019
1144,0,0.49028901618345466
1145,0,0.1012172143251916
1146,0,0.11843698764379328
1147,0,0.09233492070957183
1148,0,0.06621119037430116
1149,0,0.10160989652675763
1150,1,0.8729532499317636
1151,0,0.09888791180846956
1152,0,0.1162608243183921
1153,0,0.09970275935597288
1154,1,0.9035431582376918
1155,1,0.5968711119553685
1156,0,0.16725435576212308
1157,0,0.09913701842930445
1158,0,0.16781019188790483
1159,0,0.09233492070957183
1160,0,0.43868704531252994
1161,0,0.10125211652990512
1162,0,0.41214939570713893
1163,0,0.06621119037430116
1164,1,0.9516617764407025
1165,1,0.7579930109653842
1166,0,0.12673378347367614
1167,1,0.9013306313425062
1168,0,0.10864407754612587
1169,0,0.1268220587521361
1170,0,0.12854590618548756
1171,0,0.10625684846630896
1172,0,0.4364569931715381
1173,1,0.6625635623250143
1174,1,0.759182442504797
1175,1,0.6545071596557409
1176,1,0.5800048363341019
1177,0,0.0942626308413218
1178,0,0.09233492070957183
1179,0,0.36758021711976013
1180,0,0.1394735790110838
1181,0,0.10160989652675763
1182,0,0.323117304214023
1183,1,0.6126272062065823
1184,0,0.1394735790110838
1185,0,0.284679190144148
1186,0,0.11459882452646139
1187,0,0.10059238759415548
1188,1,0.9137969035632867
1189,0,0.16667584020739956
1190,0,0.319069685166404
1191,0,0.10676705504089122
1192,0,0.10798075272947397
1193,0,0.1703481228847747
1194,0,0.1431530159947692
1195,0,0.1012172143251916
1196,1,0.759182442504797
1197,1,0.8550673527703962
1198,0,0.31221577744798285
1199,1,0.534345326791925
1200,0,0.2708660175687205
1201,0,0.43335072519665424
1202,0,0.10125211652990512
1203,0,0.15365123898988522
1204,0,0.09233492070957183
1205,1,0.658761028826831
1206,1,0.948299831143955
1207,1,0.7287490643056462
1208,0,0.3948607626517763
1209,0,0.11143999864945917
1210,0,0.11210884967193645
1211,0,0.16528140004769118
1212,0,0.1007010609701731
1213,0,0.14113568783661962
1214,0,0.10715967768489049
1215,0,0.34273359034191636
1216,1,0.9513973985931695
1217,0,0.09152822916843706
1218,1,0.893783841580571
1219,0,0.3986356953552033
1220,0,0.12707739985020491
1221,0,0.10650092089486478
1222,1,0.9278538873724856
1223,0,0.3899666494190202
1224,0,0.12673378347367614
1225,1,0.6727223297806597
1226,0,0.11118532874841552
1227,0,0.20946677815835377
1228,0,0.12253088518777487
1229,0,0.18516043917300049
1230,0,0.2421841363522123
1231,0,0.1394735790110838
1232,0,0.11143999864945917
1233,0,0.09868902925277133
1234,0,0.221113263414954
1235,1,0.9384190294529366
1236,0,0.1797831373202987
1237,1,0.5563075406648753
1238,0,0.10715967768489049
1239,1,0.6285044367974958
1240,0,0.10405064872347705
1241,1,0.8881927650034672
1242,1,0.9710995159235416
1243,0,0.10805113639186584
1244,0,0.26792924213729646
1245,0,0.23535176081203985
1246,1,0.5776796582448095
1247,0,0.1980672727722488
1248,1,0.8805701739503455
1249,0,0.09913701842930445
1250,0,0.06621119037430116
1251,0,0.49644159280086164
1252,0,0.14311106997078682
1253,1,0.9449854861086527
1254,1,0.8881927650034672
1255,0,0.1136582068458687
1256,1,0.9605506653295913
1257,0,0.28104446952999057
1258,0,0.19998010587239265
1259,0,0.4535680344576214
1260,1,0.9710995159235416
1261,0,0.16593961472626653
1262,0,0.11753117083146065
1263,1,0.9723190172859677
1264,0,0.16333480509373963
1265,0,0.12156378186719935
1266,1,0.9509330107629218
1267,1,0.9686904887629185
1268,0,0.4131253632359861
1269,0,0.10547711137105525
1270,0,0.2727780264438055
1271,0,0.2794570785213
1272,0,0.06621119037430116
1273,0,0.07738242182787286
1274,1,0.5317516801379704
1275,1,0.511545114284464
1276,0,0.10840479275219402
1277,1,0.9214518827808876
1278,0,0.09885300960375602
1279,0,0.11652650672606996
1280,0,0.06941965776493582
1281,0,0.2913540917441288
1282,0,0.32914453679003913
1283,1,0.9203600665269016
1284,0,0.20403894103194112
1285,0,0.12378586535941107
1286,0,0.0874442846767654
1287,1,0.9389566900686416
1288,0,0.06449110025238904
1289,1,0.9679772166266067
1290,0,0.09775238067293843
1291,0,0.08654768880036263
1292,1,0.9604027951971545
1293,0,0.12829056508741873
1294,1,0.97404656985701
1295,0,0.3181114728670405
1296,0,0.4156177278133453
1297,0,0.16726714591559322
1298,0,0.1240210653767912
1299,0,0.4104617796437446
1300,1,0.759182442504797
1301,1,0.5911105284528495
1302,1,0.759182442504797
1303,1,0.9454502176988899
1304,0,0.4914271295014904
1305,0,0.10160989652675763
1306,1,0.9632690841267306
1307,0,0.0942626308413218
1308,0,0.10160989652675763
1309,0,0.27348678833037593
