PassengerId,Survived_pred,Probability
1186,0,0.15625177234609602
1187,0,0.1443261683673942
1188,1,0.9391121717246448
1189,0,0.15615015809305033
1190,0,0.15393428988115265
1191,0,0.1462465866630765
1192,0,0.14942895357416175
1193,0,0.13202811247525975
1194,0,0.11747439549881852
1195,0,0.14538321405731222
1196,1,0.8575089420358941
1197,1,0.7989940878153329
1198,0,0.33089569067693547
1199,1,0.7744542489945724
1200,0,0.17340041768818046
1201,0,0.43950255428871576
1202,0,0.15669144857624173
1203,0,0.16704829613491926
1204,0,0.14501140654471406
1205,1,0.8225193340898121
1206,1,0.8731377522165515
1207,1,0.8586361223126956
1208,0,0.4088894661683463
1209,0,0.15616959857213214
1210,0,0.1447051619242069
1211,0,0.14568210313736696
1212,0,0.1441685389975558
1213,0,0.15928041813669633
1214,0,0.1425274137576125
1215,0,0.15321978146415308
1216,1,0.8680270814280288
1217,0,0.1438960930307652
1218,1,0.7999021162049542
1219,0,0.1834849472311246
1220,0,0.1370049960943883
1221,0,0.1506372872415609
1222,1,0.7891109996739426
1223,0,0.15604290817485755
1224,0,0.1548516186019476
1225,1,0.7803657029842241
1226,0,0.14475990141009043
1227,0,0.15417951584407832
1228,0,0.14545258226665694
1229,0,0.11770101861737756
1230,0,0.16027566869827975
1231,0,0.15485505533438226
1232,0,0.1610969059097976
1233,0,0.14916464247224612
1234,0,0.42785784953474526
1235,1,0.7331322342190247
1236,0,0.07917560583922899
1237,1,0.5700281507729607
1238,0,0.1425274137576125
1239,1,0.6109890972939415
1240,0,0.14458546567069122
1241,1,0.8782853357856037
1242,1,0.8824561751815821
1243,0,0.141313052338209
1244,0,0.24282770653939556
1245,0,0.1428918141420206
1246,1,0.7900623277752882
1247,0,0.15560902436333052
1248,1,0.8033520321756481
1249,0,0.14541269929691134
1250,0,0.15289070512452257
1251,0,0.44027358386018234
1252,0,0.18200926243588578
1253,1,0.9102560284621483
1254,1,0.8782853357856037
1255,0,0.14578207371063803
1256,1,0.892824286532434
1257,0,0.42223674703941005
1258,0,0.14985375674964746
1259,1,0.6502988831716868
1260,1,0.8801362943225004
1261,0,0.13065337125204043
1262,0,0.1561620579228188
1263,1,0.8562936796152094
1264,0,0.15912943048412095
1265,0,0.1556676127581054
1266,1,0.907872229325052
1267,1,0.8433110443531646
1268,0,0.30342686708101063
1269,0,0.14944424109128937
1270,0,0.15714498818966735
1271,0,0.13065541543002535
1272,0,0.15289070512452257
1273,0,0.1519836028041923
1274,1,0.5448632357771328
1275,0,0.4828268205434092
1276,0,0.14235316919203103
1277,1,0.8576129961529503
1278,0,0.14422442185146817
1279,0,0.1469876051159925
1280,0,0.15442669426568464
1281,0,0.12997370930508256
1282,0,0.16979915563421158
1283,1,0.9046009287147581
1284,1,0.5304747412618005
1285,0,0.1535966235345411
1286,0,0.05400094136010443
1287,1,0.8918660279351771
1288,0,0.1515953450845003
1289,1,0.9151610523060525
1290,0,0.14584772530019727
1291,0,0.1553682665030641
1292,1,0.8713608029950644
1293,0,0.13973084599964208
1294,1,0.8982871114767916
1295,0,0.20642643483624717
1296,0,0.2241684894776968
1297,0,0.15375554516294862
1298,0,0.14535408831586474
1299,0,0.37811034640105895
1300,1,0.8574717377576052
1301,1,0.8109180100229432
1302,1,0.8575089420358941
1303,1,0.873838152108887
1304,1,0.5179502269976584
1305,0,0.14563975911577082
1306,1,0.8815914464443804
1307,0,0.15507256711333012
1308,0,0.14563975911577082
1309,0,0.11871287140062262
